,Fall,Major Name,College,Total,Male,Female,Illinois,Non-Illinois
5058,2006,Molecular & Integrative Physi,LAS,35,19,16,7,28
5236,2007,Molecular & Integrative Physi,LAS,37,17,20,6,31
5417,2008,Molecular & Integrative Physi,LAS,31,13,18,6,25
5608,2009,Molecular & Integrative Physi,LAS,31,13,18,7,24
5806,2010,Molecular & Integrative Physi,LAS,36,15,21,10,26
6012,2011,Molecular & Integrative Physi,LAS,31,15,16,10,21
6222,2012,Molecular & Integrative Physi,LAS,16,8,8,6,10
6429,2013,Molecular & Integrative Physi,LAS,19,9,10,7,12
6637,2014,Molecular & Integrative Physi,LAS,22,10,12,8,14
6845,2015,Molecular & Integrative Physi,LAS,25,12,13,7,18
7054,2016,Molecular & Integrative Physi,LAS,22,10,12,7,15
7264,2017,Molecular & Integrative Physi,LAS,20,5,15,2,18
7479,2018,Molecular & Integrative Physi,LAS,23,8,15,4,19
4361,2002,Molecular and Cellular Biology,LAS,5,4,1,1,4
4540,2003,Molecular and Cellular Biology,LAS,22,13,9,7,15
4715,2004,Molecular and Cellular Biology,LAS,690,293,397,637,53
4885,2005,Molecular and Cellular Biology,LAS,781,5,7,730,51
5059,2006,Molecular and Cellular Biology,LAS,938,434,502,875,63
5237,2007,Molecular and Cellular Biology,LAS,911,452,458,855,56
5418,2008,Molecular and Cellular Biology,LAS,955,477,476,893,62
5609,2009,Molecular and Cellular Biology,LAS,903,451,46,849,54
5807,2010,Molecular and Cellular Biology,LAS,906,6,439,847,59
6013,2011,Molecular and Cellular Biology,LAS,928,491,5,852,76
6223,2012,Molecular and Cellular Biology,LAS,1010,520,490,932,78
6430,2013,Molecular and Cellular Biology,LAS,1042,543,499,957,85
6638,2014,Molecular and Cellular Biology,LAS,951,492,56,867,84
6846,2015,Molecular and Cellular Biology,LAS,887,55,55,813,74
7055,2016,Molecular and Cellular Biology,LAS,858,401,56,8,88
7265,2017,Molecular and Cellular Biology,LAS,870,415,6,8,83
7480,2018,Molecular and Cellular Biology,LAS,813,373,51,727,86
4716,2004,Molecular&Cell Bio-undeclared,LAS,12,7,5,5,7
4886,2005,Molecular&Cell Bio-undeclared,LAS,18,10,8,5,13
5060,2006,Molecular&Cell Bio-undeclared,LAS,45,15,30,12,33
5238,2007,Molecular&Cell Bio-undeclared,LAS,24,11,13,5,19
5419,2008,Molecular&Cell Bio-undeclared,LAS,31,16,15,8,23
5610,2009,Molecular&Cell Bio-undeclared,LAS,61,30,31,22,39
5808,2010,Molecular&Cell Bio-undeclared,LAS,36,16,20,4,32
6014,2011,Molecular&Cell Bio-undeclared,LAS,38,23,15,4,34
6224,2012,Molecular&Cell Bio-undeclared,LAS,33,13,20,5,28
6431,2013,Molecular&Cell Bio-undeclared,LAS,57,22,35,15,42
6639,2014,Molecular&Cell Bio-undeclared,LAS,22,13,9,2,20
6847,2015,Molecular&Cell Bio-undeclared,LAS,34,16,18,2,32
7056,2016,Molecular&Cell Bio-undeclared,LAS,34,12,22,2,32
7266,2017,Molecular&Cell Bio-undeclared,LAS,38,16,22,5,33
7481,2018,Molecular&Cell Bio-undeclared,LAS,27,12,15,3,24
4717,2004,Music,LAS,124,52,72,42,98
4887,2005,Music,LAS,156,65,91,37,71
5061,2006,Music,LAS,184,77,7,7,9
5239,2007,Music,LAS,206,92,53,43,82
2431,1992,Neuroscience,LAS,25,16,9,14,11
2618,1993,Neuroscience,LAS,28,22,6,13,15
2807,1994,Neuroscience,LAS,30,24,6,16,14
3000,1995,Neuroscience,LAS,33,25,8,16,17
3191,1996,Neuroscience,LAS,34,26,8,15,19
3399,1997,Neuroscience,LAS,40,31,9,19,21
3607,1998,Neuroscience,LAS,45,36,9,18,27
3805,1999,Neuroscience,LAS,41,32,9,13,28
4001,2000,Neuroscience,LAS,40,29,11,14,26
4185,2001,Neuroscience,LAS,42,27,15,13,29
4371,2002,Neuroscience,LAS,46,27,19,16,30
4550,2003,Neuroscience,LAS,53,32,21,13,40
4724,2004,Neuroscience,LAS,61,30,31,13,48
4894,2005,Neuroscience,LAS,59,26,33,15,44
5068,2006,Neuroscience,LAS,58,22,36,14,44
5246,2007,Neuroscience,LAS,52,21,31,14,38
5427,2008,Neuroscience,LAS,54,21,33,19,35
5618,2009,Neuroscience,LAS,50,20,30,17,33
5816,2010,Neuroscience,LAS,58,24,34,17,41
6022,2011,Neuroscience,LAS,60,27,33,18,42
6232,2012,Neuroscience,LAS,55,27,28,16,39
6439,2013,Neuroscience,LAS,48,23,25,12,36
6647,2014,Neuroscience,LAS,61,32,29,14,47
6854,2015,Neuroscience,LAS,67,32,35,18,49
7063,2016,Neuroscience,LAS,66,31,35,21,45
7273,2017,Neuroscience,LAS,58,24,34,18,40
7488,2018,Neuroscience,LAS,54,22,32,17,37
129,1980,PRE-JOURN,LAS,57,24,33,56,1
315,1981,PRE-JOURN,LAS,82,27,55,80,2
502,1982,PRE-JOURN,LAS,150,47,103,144,6
695,1983,PRE-JOURN,LAS,227,77,150,221,6
890,1984,PRE-JOURN,LAS,334,86,248,325,9
1087,1985,PRE-JOURN,LAS,445,118,327,436,9
1282,1986,PRE-JOURN,LAS,540,151,389,521,19
1478,1987,PRE-JOURN,LAS,605,191,414,586,19
1671,1988,PRE-JOURN,LAS,554,190,364,536,18
1865,1989,PRE-JOURN,LAS,539,183,356,517,22
2058,1990,PRE-JOURN,LAS,545,194,351,512,33
2251,1991,PRE-JOURN,LAS,508,183,325,480,28
2441,1992,PRE-JOURN,LAS,435,167,268,411,24
2628,1993,PRE-JOURN,LAS,343,129,214,317,26
2817,1994,PRE-JOURN,LAS,276,113,163,260,16
3010,1995,PRE-JOURN,LAS,316,112,204,291,25
3201,1996,PRE-JOURN,LAS,363,131,232,327,36
3409,1997,PRE-JOURN,LAS,347,123,224,319,28
3617,1998,PRE-JOURN,LAS,367,100,267,339,28
3814,1999,PRE-JOURN,LAS,424,114,310,397,27
4010,2000,PRE-JOURN,LAS,587,185,402,549,38
4194,2001,PRE-JOURN,LAS,512,138,374,477,35
4378,2002,PRE-JOURN,LAS,544,151,393,505,39
4557,2003,PRE-JOURN,LAS,593,171,422,541,52
130,1980,PRE-MED,LAS,28,18,10,28,0
316,1981,PRE-MED,LAS,22,13,9,22,0
503,1982,PRE-MED,LAS,69,31,38,64,5
696,1983,PRE-MED,LAS,137,71,66,131,6
891,1984,PRE-MED,LAS,275,129,146,260,15
1088,1985,PRE-MED,LAS,275,118,157,268,7
1283,1986,PRE-MED,LAS,210,101,109,207,3
1479,1987,PRE-MED,LAS,193,106,87,189,4
1672,1988,PRE-MED,LAS,186,95,91,180,6
1866,1989,PRE-MED,LAS,169,90,79,161,8
2059,1990,PRE-MED,LAS,164,90,74,160,4
2252,1991,PRE-MED,LAS,172,91,81,167,5
2442,1992,PRE-MED,LAS,213,98,115,196,17
2629,1993,PRE-MED,LAS,251,127,124,237,14
2818,1994,PRE-MED,LAS,299,144,155,285,14
3011,1995,PRE-MED,LAS,293,138,155,277,16
3202,1996,PRE-MED,LAS,264,122,142,250,14
3410,1997,PRE-MED,LAS,249,114,135,239,10
3618,1998,PRE-MED,LAS,255,101,154,244,11
3815,1999,PRE-MED,LAS,258,110,148,246,12
4011,2000,PRE-MED,LAS,241,100,141,225,16
4195,2001,PRE-MED,LAS,240,95,145,222,18
4379,2002,PRE-MED,LAS,213,91,122,198,15
4558,2003,PRE-MED,LAS,303,129,174,280,23
133,1980,PUB ADMIN,LAS,19,12,7,15,4
318,1981,PUB ADMIN,LAS,12,8,4,11,1
505,1982,PUB ADMIN,LAS,13,9,4,13,0
698,1983,PUB ADMIN,LAS,20,14,6,19,1
893,1984,PUB ADMIN,LAS,11,5,6,9,2
1090,1985,PUB ADMIN,LAS,9,5,4,9,0
1285,1986,PUB ADMIN,LAS,6,5,1,6,0
1481,1987,PUB ADMIN,LAS,6,4,2,5,1
1674,1988,PUB ADMIN,LAS,6,3,3,5,1
1868,1989,PUB ADMIN,LAS,3,2,1,2,1
2061,1990,PUB ADMIN,LAS,1,1,0,1,0
134,1980,Philosophy,LAS,33,28,5,22,11
319,1981,Philosophy,LAS,29,24,5,15,14
506,1982,Philosophy,LAS,33,29,4,20,13
699,1983,Philosophy,LAS,38,32,6,22,16
894,1984,Philosophy,LAS,36,33,3,23,13
1091,1985,Philosophy,LAS,42,35,7,21,21
1286,1986,Philosophy,LAS,40,31,9,18,22
1482,1987,Philosophy,LAS,42,33,9,19,23
1675,1988,Philosophy,LAS,39,31,8,15,24
1869,1989,Philosophy,LAS,37,27,10,9,28
2062,1990,Philosophy,LAS,38,28,10,11,27
2254,1991,Philosophy,LAS,38,30,8,14,24
2444,1992,Philosophy,LAS,45,34,11,17,28
2631,1993,Philosophy,LAS,46,37,9,18,28
2820,1994,Philosophy,LAS,54,44,10,26,28
3013,1995,Philosophy,LAS,44,34,10,17,27
3204,1996,Philosophy,LAS,39,30,9,15,24
3412,1997,Philosophy,LAS,41,32,9,15,26
3620,1998,Philosophy,LAS,44,35,9,16,28
3817,1999,Philosophy,LAS,41,31,10,13,28
4012,2000,Philosophy,LAS,42,36,6,14,28
4196,2001,Philosophy,LAS,37,32,5,11,26
4380,2002,Philosophy,LAS,37,31,6,9,28
4559,2003,Philosophy,LAS,39,33,6,9,30
4732,2004,Philosophy,LAS,92,72,20,9,4
4902,2005,Philosophy,LAS,95,73,8,9,7
5076,2006,Philosophy,LAS,89,70,6,86,3
5254,2007,Philosophy,LAS,83,65,7,81,27
5436,2008,Philosophy,LAS,86,71,7,84,25
5628,2009,Philosophy,LAS,93,73,20,87,6
5826,2010,Philosophy,LAS,87,70,4,9,9
6032,2011,Philosophy,LAS,94,68,4,85,9
6242,2012,Philosophy,LAS,82,55,5,78,4
6449,2013,Philosophy,LAS,64,43,3,57,7
6657,2014,Philosophy,LAS,57,42,3,46,16
6864,2015,Philosophy,LAS,57,40,2,46,15
7073,2016,Philosophy,LAS,66,53,7,55,2
7284,2017,Philosophy,LAS,60,43,6,7,20
7497,2018,Philosophy,LAS,82,61,6,64,22
4734,2004,Physics,LAS,293,79,39,87,3
4904,2005,Physics,LAS,293,79,38,77,268
5078,2006,Physics,LAS,291,74,40,71,271
5256,2007,Physics,LAS,285,75,8,64,262
5438,2008,Physics,LAS,299,63,9,8,3
5630,2009,Physics,LAS,274,74,8,7,29
5828,2010,Physics,LAS,259,90,34,8,31
6034,2011,Physics,LAS,264,76,38,95,47
6244,2012,Physics,LAS,252,7,40,99,56
6451,2013,Physics,LAS,254,7,42,80,54
6659,2014,Physics,LAS,254,205,49,9,83
6866,2015,Physics,LAS,258,3,58,8,62
7075,2016,Physics,LAS,284,78,66,9,6
7286,2017,Physics,LAS,292,7,9,8,30
7499,2018,Physics,LAS,283,48,77,36,3
136,1980,Plant Biology,LAS,31,18,13,4,27
321,1981,Plant Biology,LAS,26,15,11,6,20
508,1982,Plant Biology,LAS,30,15,15,11,19
701,1983,Plant Biology,LAS,27,16,11,8,19
896,1984,Plant Biology,LAS,27,14,13,8,19
1093,1985,Plant Biology,LAS,31,15,16,9,22
1288,1986,Plant Biology,LAS,28,11,17,8,20
1484,1987,Plant Biology,LAS,38,13,25,11,27
1677,1988,Plant Biology,LAS,34,10,24,9,25
1871,1989,Plant Biology,LAS,32,7,25,7,25
2064,1990,Plant Biology,LAS,29,7,22,5,24
2256,1991,Plant Biology,LAS,27,11,16,5,22
2446,1992,Plant Biology,LAS,23,9,14,6,17
2633,1993,Plant Biology,LAS,30,13,17,7,23
2822,1994,Plant Biology,LAS,37,15,22,9,28
3015,1995,Plant Biology,LAS,41,18,23,8,33
3206,1996,Plant Biology,LAS,40,19,21,5,35
3414,1997,Plant Biology,LAS,37,16,21,7,30
3622,1998,Plant Biology,LAS,35,16,19,8,27
3819,1999,Plant Biology,LAS,26,12,14,3,23
4014,2000,Plant Biology,LAS,26,14,12,3,23
4198,2001,Plant Biology,LAS,27,14,13,2,25
4382,2002,Plant Biology,LAS,28,11,17,4,24
4561,2003,Plant Biology,LAS,22,11,11,5,17
4735,2004,Plant Biology,LAS,13,7,6,4,2
4905,2005,Plant Biology,LAS,14,8,6,4,2
5079,2006,Plant Biology,LAS,16,9,7,5,2
5257,2007,Plant Biology,LAS,14,8,6,7,8
5439,2008,Plant Biology,LAS,19,9,8,5,7
5631,2009,Plant Biology,LAS,30,5,5,7,3
5829,2010,Plant Biology,LAS,32,4,4,5,3
6035,2011,Plant Biology,LAS,33,2,3,3,3
6245,2012,Plant Biology,LAS,33,4,3,4,3
6452,2013,Plant Biology,LAS,32,4,3,5,22
6660,2014,Plant Biology,LAS,28,4,5,9,3
6867,2015,Plant Biology,LAS,31,13,4,8,4
7076,2016,Plant Biology,LAS,34,14,20,6,28
7287,2017,Plant Biology,LAS,29,11,2,4,25
7500,2018,Plant Biology,LAS,29,10,2,3,26
6661,2014,Plant Biotechnology,LAS,3,2,1,2,1
6868,2015,Plant Biotechnology,LAS,3,2,1,2,1
137,1980,Political Science,LAS,46,29,17,30,16
322,1981,Political Science,LAS,42,28,14,23,19
509,1982,Political Science,LAS,40,30,10,22,18
702,1983,Political Science,LAS,31,23,8,16,15
897,1984,Political Science,LAS,43,32,11,20,23
1094,1985,Political Science,LAS,60,41,19,30,30
1289,1986,Political Science,LAS,49,35,14,26,23
1485,1987,Political Science,LAS,49,38,11,21,28
1678,1988,Political Science,LAS,66,46,20,32,34
1872,1989,Political Science,LAS,61,41,20,26,35
2065,1990,Political Science,LAS,59,41,18,22,37
2257,1991,Political Science,LAS,77,48,29,34,43
2447,1992,Political Science,LAS,66,46,20,26,40
2634,1993,Political Science,LAS,69,51,18,25,44
2823,1994,Political Science,LAS,62,44,18,24,38
3016,1995,Political Science,LAS,62,45,17,22,40
3207,1996,Political Science,LAS,47,32,15,14,33
3415,1997,Political Science,LAS,40,30,10,16,24
3623,1998,Political Science,LAS,42,32,10,14,28
3820,1999,Political Science,LAS,42,28,14,16,26
4015,2000,Political Science,LAS,34,24,10,11,23
4199,2001,Political Science,LAS,36,23,13,11,25
4383,2002,Political Science,LAS,40,24,16,10,30
4562,2003,Political Science,LAS,44,28,16,13,31
4736,2004,Political Science,LAS,889,529,7,837,52
4906,2005,Political Science,LAS,993,607,383,938,55
5080,2006,Political Science,LAS,1035,589,9,976,59
5258,2007,Political Science,LAS,1047,606,6,982,65
5440,2008,Political Science,LAS,966,8,6,916,55
5632,2009,Political Science,LAS,880,560,6,820,60
5830,2010,Political Science,LAS,772,5,4,9,54
6037,2011,Political Science,LAS,688,430,6,7,62
6246,2012,Political Science,LAS,616,405,7,9,63
6453,2013,Political Science,LAS,552,62,4,96,60
6662,2014,Political Science,LAS,511,79,50,450,61
6869,2015,Political Science,LAS,468,60,54,95,42
7077,2016,Political Science,LAS,453,57,55,99,41
7288,2017,Political Science,LAS,568,38,42,75,5
7501,2018,Political Science,LAS,621,6,6,80,7
1486,1987,Portuguese,LAS,1,0,1,0,1
1679,1988,Portuguese,LAS,5,0,5,0,5
1873,1989,Portuguese,LAS,2,0,2,0,2
2066,1990,Portuguese,LAS,4,0,4,1,3
2258,1991,Portuguese,LAS,5,0,5,2,3
2448,1992,Portuguese,LAS,6,1,5,2,4
2635,1993,Portuguese,LAS,4,1,3,0,4
2824,1994,Portuguese,LAS,6,2,4,1,5
3017,1995,Portuguese,LAS,5,2,3,1,4
3208,1996,Portuguese,LAS,5,2,3,1,4
3416,1997,Portuguese,LAS,3,0,3,1,2
3624,1998,Portuguese,LAS,3,1,2,1,2
3821,1999,Portuguese,LAS,3,1,2,0,3
4016,2000,Portuguese,LAS,3,1,2,0,3
4200,2001,Portuguese,LAS,2,1,1,0,2
4384,2002,Portuguese,LAS,3,1,2,0,3
4563,2003,Portuguese,LAS,3,1,2,0,3
4737,2004,Portuguese,LAS,1,1,1,1,1
4907,2005,Portuguese,LAS,1,1,1,1,1
5081,2006,Portuguese,LAS,2,1,1,0,2
5259,2007,Portuguese,LAS,3,1,2,2,3
5441,2008,Portuguese,LAS,2,1,1,0,2
5633,2009,Portuguese,LAS,2,1,1,0,2
5831,2010,Portuguese,LAS,2,1,1,0,2
6038,2011,Portuguese,LAS,2,1,1,1,2
6247,2012,Portuguese,LAS,2,1,2,1,2
6454,2013,Portuguese,LAS,2,1,2,1,2
6663,2014,Portuguese,LAS,3,1,2,2,1
6870,2015,Portuguese,LAS,1,0,1,1,0
7502,2018,Portuguese,LAS,1,0,1,0,1
7290,2017,Psychological Science,LAS,8,2,6,2,6
7504,2018,Psychological Science,LAS,21,8,13,4,17
139,1980,Psychology,LAS,152,82,70,51,4
324,1981,Psychology,LAS,160,82,78,76,84
511,1982,Psychology,LAS,183,96,87,78,105
704,1983,Psychology,LAS,182,91,91,65,117
899,1984,Psychology,LAS,189,92,97,60,129
1096,1985,Psychology,LAS,193,98,95,63,130
1291,1986,Psychology,LAS,202,109,93,89,113
1488,1987,Psychology,LAS,191,101,90,76,115
1681,1988,Psychology,LAS,209,106,103,81,128
1875,1989,Psychology,LAS,200,112,88,70,130
2068,1990,Psychology,LAS,195,105,90,59,136
2260,1991,Psychology,LAS,195,99,96,57,138
2450,1992,Psychology,LAS,217,101,116,52,165
2637,1993,Psychology,LAS,224,99,125,54,170
2826,1994,Psychology,LAS,193,82,111,47,146
3019,1995,Psychology,LAS,205,84,121,50,155
3210,1996,Psychology,LAS,191,84,107,38,153
3418,1997,Psychology,LAS,173,75,98,40,133
3626,1998,Psychology,LAS,166,74,92,33,133
3823,1999,Psychology,LAS,159,74,85,32,127
4018,2000,Psychology,LAS,168,68,100,29,139
4202,2001,Psychology,LAS,152,63,89,26,126
4386,2002,Psychology,LAS,174,62,112,32,142
4565,2003,Psychology,LAS,193,69,124,29,164
4739,2004,Psychology,LAS,1179,59,867,27,76
4909,2005,Psychology,LAS,1179,61,870,26,65
5084,2006,Psychology,LAS,1245,9,908,32,72
5262,2007,Psychology,LAS,1314,64,928,34,97
5444,2008,Psychology,LAS,1246,60,906,28,95
5636,2009,Psychology,LAS,1214,62,879,29,145
5834,2010,Psychology,LAS,1255,9,96,41,2
6041,2011,Psychology,LAS,1257,49,90,42,4
6250,2012,Psychology,LAS,1203,49,85,44,5
6456,2013,Psychology,LAS,1153,55,86,989,164
6665,2014,Psychology,LAS,1159,51,87,979,180
6872,2015,Psychology,LAS,1224,53,94,89,208
7079,2016,Psychology,LAS,1269,5,951,7,3
7291,2017,Psychology,LAS,719,7,95,9,84
7505,2018,Psychology,LAS,861,84,96,9,9
2827,1994,REES,LAS,1,1,0,1,0
3020,1995,REES,LAS,6,3,3,2,4
3211,1996,REES,LAS,7,3,4,2,5
3419,1997,REES,LAS,4,1,3,1,3
3627,1998,REES,LAS,5,1,4,4,1
3824,1999,REES,LAS,5,1,4,4,1
4019,2000,REES,LAS,4,3,1,1,3
4203,2001,REES,LAS,7,4,3,3,4
4387,2002,REES,LAS,7,3,4,2,5
4566,2003,REES,LAS,7,2,5,2,5
5641,2009,Religion,LAS,4,2,2,4,0
5839,2010,Religion,LAS,9,6,3,9,0
6046,2011,Religion,LAS,13,7,6,3,0
6255,2012,Religion,LAS,10,5,5,9,4
6461,2013,Religion,LAS,10,7,3,7,6
6669,2014,Religion,LAS,14,3,3,7,7
6877,2015,Religion,LAS,9,7,3,5,5
7084,2016,Religion,LAS,8,4,4,5,3
7296,2017,Religion,LAS,8,2,6,4,4
7509,2018,Religion,LAS,9,2,7,5,4
4742,2004,Religious Studies,LAS,17,10,7,2,0
4913,2005,Religious Studies,LAS,23,14,9,4,1
5088,2006,Religious Studies,LAS,21,14,7,21,0
5266,2007,Religious Studies,LAS,17,8,9,3,0
5448,2008,Religious Studies,LAS,16,8,8,2,1
5642,2009,Religious Studies,LAS,15,6,9,3,0
5840,2010,Religious Studies,LAS,5,1,4,5,0
6047,2011,Religious Studies,LAS,2,1,2,2,0
6256,2012,Religious Studies,LAS,1,1,1,1,0
6462,2013,Religious Studies,LAS,1,0,1,1,0
4743,2004,Rhetoric,LAS,112,9,53,6,4
4914,2005,Rhetoric,LAS,80,5,6,77,3
5089,2006,Rhetoric,LAS,62,34,3,59,3
5267,2007,Rhetoric,LAS,68,32,36,66,2
5449,2008,Rhetoric,LAS,104,56,8,3,1
5643,2009,Rhetoric,LAS,104,57,6,8,2
5841,2010,Rhetoric,LAS,93,55,6,90,3
6048,2011,Rhetoric,LAS,93,45,7,92,1
6257,2012,Rhetoric,LAS,70,3,7,9,1
6463,2013,Rhetoric,LAS,43,4,6,8,2
6670,2014,Rhetoric,LAS,24,8,5,7,1
6878,2015,Rhetoric,LAS,6,3,3,5,1
7085,2016,Rhetoric,LAS,1,1,0,1,0
7297,2017,Rhetoric,LAS,1,1,0,1,0
4744,2004,Russian & E European Studies,LAS,8,3,6,3,6
4915,2005,Russian & E European Studies,LAS,8,4,4,4,7
5090,2006,Russian & E European Studies,LAS,7,5,2,5,6
5268,2007,Russian & E European Studies,LAS,5,3,2,4,1
5450,2008,Russian & E European Studies,LAS,3,2,1,2,1
5644,2009,Russian & E European Studies,LAS,5,4,1,4,1
5842,2010,Russian & E European Studies,LAS,4,4,0,3,1
6049,2011,Russian & E European Studies,LAS,2,1,1,2,0
6258,2012,Russian & E European Studies,LAS,1,0,1,1,0
6464,2013,Russian & E European Studies,LAS,1,0,1,1,0
4745,2004,Russian Lang & Literature,LAS,3,2,1,2,1
4916,2005,Russian Lang & Literature,LAS,4,1,3,4,0
5091,2006,Russian Lang & Literature,LAS,6,2,4,6,0
5269,2007,Russian Lang & Literature,LAS,4,1,3,4,0
5451,2008,Russian Lang & Literature,LAS,4,2,2,4,0
5645,2009,Russian Lang & Literature,LAS,4,2,2,4,0
5843,2010,Russian Lang & Literature,LAS,4,3,1,4,0
6050,2011,Russian Lang & Literature,LAS,3,1,2,2,1
6259,2012,Russian Lang & Literature,LAS,5,2,3,4,1
6465,2013,Russian Lang & Literature,LAS,5,4,1,3,2
6671,2014,Russian Lang & Literature,LAS,4,3,1,3,1
6879,2015,Russian Lang & Literature,LAS,1,1,1,1,0
7086,2016,Russian Lang & Literature,LAS,1,1,0,1,0
5092,2006,"Russian, E Eur, Eurasian St ",LAS,3,3,0,1,2
5270,2007,"Russian, E Eur, Eurasian St ",LAS,7,6,1,3,4
5452,2008,"Russian, E Eur, Eurasian St ",LAS,10,9,1,2,8
5646,2009,"Russian, E Eur, Eurasian St ",LAS,13,9,4,5,9
5844,2010,"Russian, E Eur, Eurasian St ",LAS,7,6,5,5,3
6051,2011,"Russian, E Eur, Eurasian St ",LAS,3,2,2,3,2
6260,2012,"Russian, E Eur, Eurasian St ",LAS,3,2,2,3,2
6466,2013,"Russian, E Eur, Eurasian St ",LAS,6,3,3,4,5
6672,2014,"Russian, E Eur, Eurasian St ",LAS,10,5,6,9,6
6880,2015,"Russian, E Eur, Eurasian St ",LAS,8,3,5,4,5
7087,2016,"Russian, E Eur, Eurasian St ",LAS,7,4,4,6,5
7298,2017,"Russian, E Eur, Eurasian St ",LAS,9,5,5,8,3
7510,2018,"Russian, E Eur, Eurasian St ",LAS,4,2,3,4,2
6467,2013,S Asian & Middle Eastern St,LAS,2,1,1,1,1
6673,2014,S Asian & Middle Eastern St,LAS,5,4,1,4,1
6881,2015,S Asian & Middle Eastern St,LAS,3,3,0,3,0
7088,2016,S Asian & Middle Eastern St,LAS,5,4,1,4,1
7299,2017,S Asian & Middle Eastern St,LAS,3,2,1,2,1
328,1981,SOCIAL SCI,LAS,2,1,1,2,0
515,1982,SOCIAL SCI,LAS,3,1,2,3,0
708,1983,SOCIAL SCI,LAS,4,2,2,3,1
904,1984,SOCIAL SCI,LAS,3,2,1,3,0
1102,1985,SOCIAL SCI,LAS,1,1,0,1,0
710,1983,SP CORRECT,LAS,1,1,0,1,0
4207,2001,STATS-ECON,LAS,1,1,0,0,1
144,1980,Slavic Languages & Literature,LAS,13,6,7,2,11
330,1981,Slavic Languages & Literature,LAS,14,4,10,2,12
517,1982,Slavic Languages & Literature,LAS,20,5,15,9,11
712,1983,Slavic Languages & Literature,LAS,20,6,14,10,10
907,1984,Slavic Languages & Literature,LAS,19,7,12,8,11
1105,1985,Slavic Languages & Literature,LAS,19,9,10,4,15
1298,1986,Slavic Languages & Literature,LAS,25,10,15,6,19
1494,1987,Slavic Languages & Literature,LAS,26,10,16,12,14
1687,1988,Slavic Languages & Literature,LAS,24,14,10,10,14
1882,1989,Slavic Languages & Literature,LAS,28,15,13,7,21
2075,1990,Slavic Languages & Literature,LAS,24,11,13,5,19
2267,1991,Slavic Languages & Literature,LAS,26,17,9,7,19
2457,1992,Slavic Languages & Literature,LAS,29,13,16,7,22
2644,1993,Slavic Languages & Literature,LAS,27,10,17,5,22
2834,1994,Slavic Languages & Literature,LAS,24,11,13,4,20
3027,1995,Slavic Languages & Literature,LAS,20,8,12,5,15
3218,1996,Slavic Languages & Literature,LAS,16,7,9,4,12
3426,1997,Slavic Languages & Literature,LAS,16,8,8,5,11
3634,1998,Slavic Languages & Literature,LAS,12,7,5,4,8
3831,1999,Slavic Languages & Literature,LAS,11,7,4,3,8
4025,2000,Slavic Languages & Literature,LAS,8,6,2,2,6
4209,2001,Slavic Languages & Literature,LAS,7,5,2,2,5
4393,2002,Slavic Languages & Literature,LAS,6,4,2,1,5
4572,2003,Slavic Languages & Literature,LAS,4,3,1,1,3
4748,2004,Slavic Languages & Literature,LAS,1,1,1,0,1
4919,2005,Slavic Languages & Literature,LAS,3,1,2,0,3
5095,2006,Slavic Languages & Literature,LAS,5,2,3,0,5
5273,2007,Slavic Languages & Literature,LAS,5,2,3,1,5
5456,2008,Slavic Languages & Literature,LAS,4,1,3,0,4
5650,2009,Slavic Languages & Literature,LAS,7,1,6,3,6
5848,2010,Slavic Languages & Literature,LAS,9,1,8,3,9
6055,2011,Slavic Languages & Literature,LAS,10,1,9,3,2
6264,2012,Slavic Languages & Literature,LAS,13,1,2,1,2
6471,2013,Slavic Languages & Literature,LAS,15,2,13,1,14
6677,2014,Slavic Languages & Literature,LAS,17,3,14,1,16
6885,2015,Slavic Languages & Literature,LAS,14,4,10,1,13
7091,2016,Slavic Languages & Literature,LAS,17,3,14,2,15
7302,2017,Slavic Languages & Literature,LAS,15,3,12,1,14
7513,2018,Slavic Languages & Literature,LAS,13,2,11,1,12
6886,2015,Slavic Studies,LAS,1,1,0,0,1
7092,2016,Slavic Studies,LAS,1,1,0,1,0
7303,2017,Slavic Studies,LAS,1,1,0,1,0
7514,2018,Slavic Studies,LAS,3,1,2,3,0
146,1980,Sociology,LAS,46,28,18,21,25
332,1981,Sociology,LAS,41,23,18,20,21
519,1982,Sociology,LAS,44,24,20,21,23
714,1983,Sociology,LAS,44,23,21,22,22
909,1984,Sociology,LAS,39,23,16,17,22
1107,1985,Sociology,LAS,33,18,15,13,20
1300,1986,Sociology,LAS,38,17,21,16,22
1496,1987,Sociology,LAS,35,15,20,15,20
1689,1988,Sociology,LAS,35,14,21,18,17
1884,1989,Sociology,LAS,39,15,24,18,21
2077,1990,Sociology,LAS,45,16,29,17,28
2269,1991,Sociology,LAS,48,21,27,15,33
2459,1992,Sociology,LAS,49,19,30,17,32
2646,1993,Sociology,LAS,48,17,31,19,29
2836,1994,Sociology,LAS,50,20,30,21,29
3029,1995,Sociology,LAS,50,17,33,23,27
3220,1996,Sociology,LAS,43,11,32,16,27
3428,1997,Sociology,LAS,42,13,29,18,24
3636,1998,Sociology,LAS,40,14,26,11,29
3833,1999,Sociology,LAS,45,18,27,12,33
4027,2000,Sociology,LAS,47,21,26,10,37
4211,2001,Sociology,LAS,48,20,28,12,36
4395,2002,Sociology,LAS,47,22,25,12,35
4574,2003,Sociology,LAS,47,23,24,11,36
4750,2004,Sociology,LAS,300,97,23,283,29
